THOR_DATA_VIET_ID,COUNTRYFLYINGMISSION,MILSERVICE,MSNDATE,SOURCEID,SOURCERECORD,VALID_AIRCRAFT_ROOT,TAKEOFFLOCATION,TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84,TGTTYPE,NUMWEAPONSDELIVERED,TIMEONTARGET,WEAPONTYPE,WEAPONTYPECLASS,WEAPONTYPEWEIGHT,AIRCRAFT_ORIGINAL,AIRCRAFT_ROOT,AIRFORCEGROUP,AIRFORCESQDN,CALLSIGN,FLTHOURS,MFUNC,MFUNC_DESC,MISSIONID,NUMOFACFT,OPERATIONSUPPORTED,PERIODOFDAY,UNIT,TGTCLOUDCOVER,TGTCONTROL,TGTCOUNTRY,TGTID,TGTORIGCOORDS,TGTORIGCOORDSFORMAT,TGTWEATHER,ADDITIONALINFO,GEOZONE,ID,MFUNC_DESC_CLASS,NUMWEAPONSJETTISONED,NUMWEAPONSRETURNED,RELEASEALTITUDE,RELEASEFLTSPEED,RESULTSBDA,TIMEOFFTARGET,WEAPONSLOADEDWEIGHT
3615146,AUSTRALIA,RAAF,1970-05-17,1173889,SEADAB,B-57,PHAN RANG,10.694722,107.328888,,0,1125.0,,,0,B57,B57,,,MP    51,14,5.0,CLOSE AIR SUPPORT,5215,1,,D,2RAF,,,SOUTH VIETNAM,,104141N1071944E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    51,YS,27662288,KINETIC,-1,-1,,,DAMAGED,1125.0,0
3615288,AUSTRALIA,RAAF,1970-11-25,1174031,SEADAB,A-4,TAN SON NHUT,,,,104,800.0,CARGO (TONS),,0,A4,A4,,,,0,47.0,COMBT CARGO CARRYING,7447,3,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27662430,NONKINETIC,-1,-1,,,,800.0,0
3615300,AUSTRALIA,RAAF,1970-03-23,1174043,SEADAB,B-57,PHAN RANG,10.718888,107.372777,,0,1500.0,,,0,B57,B57,,,MP    71,15,5.0,CLOSE AIR SUPPORT,5226,1,,D,2RAF,,,SOUTH VIETNAM,,104308N1072222E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    71,YS,27662442,KINETIC,-1,-1,,,DAMAGED,1500.0,0
3615317,AUSTRALIA,RAAF,1970-02-19,1174060,SEADAB,B-57,PHAN RANG,9.433611,104.935277,,0,1010.0,,,0,B57,B57,,,MGP   41,20,5.0,CLOSE AIR SUPPORT,5006,1,,D,2RAF,,,SOUTH VIETNAM,,092601N1045607E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP   41,VR,27662459,KINETIC,-1,-1,,,,1010.0,0
3615535,AUSTRALIA,RAAF,1970-05-11,1174278,SEADAB,B-57,PHAN RANG,10.759166,107.046944,,0,1130.0,,,0,B57,B57,,,MP    41,14,5.0,CLOSE AIR SUPPORT,5227,1,,D,2RAF,,,SOUTH VIETNAM,,104533N1070249E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    41,YS,27662677,KINETIC,-1,-1,,,DESTROYED,1130.0,0
3615594,AUSTRALIA,RAAF,1971-01-22,1174337,SEADAB,B-57,PHAN RANG,,,,0,0.0,,,0,B57,B57,,,MP    91,0,,,6112,1,,,2RAF,,,SOUTH VIETNAM,,,,,UNIT: 2RAF - CALLSIGN: MP    91,,27662736,NONKINETIC,-1,-1,,,,0.0,0
3615674,AUSTRALIA,RAAF,1970-03-30,1174417,SEADAB,B-57,PHAN RANG,11.021944,107.57,CONFIRM ENEMY LOC,6,1200.0,M117 GP BOMB (750) LD,,750,B57,B57,,,MP    71,16,5.0,CLOSE AIR SUPPORT,5227,1,,D,2RAF,,,SOUTH VIETNAM,,110119N1073412E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    71,YT,27662816,KINETIC,-1,-1,,,TARGET,1200.0,49200
3615701,AUSTRALIA,RAAF,1970-12-22,1174444,SEADAB,B-57,PHAN RANG,16.31,107.288055,,3,808.0,,,0,B57,B57,,,MP    11,21,5.0,CLOSE AIR SUPPORT,6100,1,,D,2RAF,,,SOUTH VIETNAM,,161836N1071717E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,VC,27662843,KINETIC,-1,-1,,,,808.0,24600
3615823,AUSTRALIA,RAAF,1970-12-24,1174566,SEADAB,B-57,PHAN RANG,16.335555,107.231666,,3,810.0,,,0,B57,B57,,,MP    11,15,5.0,CLOSE AIR SUPPORT,6114,1,,D,2RAF,,,SOUTH VIETNAM,,162008N1071354E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,VC,27662965,KINETIC,-1,-1,,,,810.0,24600
3615993,AUSTRALIA,RAAF,1971-03-18,1174736,SEADAB,B-57,PHAN RANG,15.029444,108.488611,,6,555.0,,,0,B57,B57,,,MP    21,25,5.0,CLOSE AIR SUPPORT,6177,1,,D,2RAF,,,SOUTH VIETNAM,,150146N1082919E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,ZB,27663135,KINETIC,-1,-1,,,,555.0,49200
3616453,AUSTRALIA,RAAF,1971-05-07,1175196,SEADAB,B-57,PHAN RANG,13.9775,108.911388,,0,420.0,,,0,B57,B57,,,MP    11,18,5.0,CLOSE AIR SUPPORT,6103,1,,D,2RAF,,,SOUTH VIETNAM,,135839N1085441E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,BR,27663595,KINETIC,-1,-1,,,,420.0,0
3616702,AUSTRALIA,RAAF,1970-10-12,1175445,SEADAB,B-57,PHAN RANG,9.982777,106.025555,,0,923.0,,,0,B57,B57,,,MP    21,20,5.0,CLOSE AIR SUPPORT,6199,1,,D,2RAF,,,SOUTH VIETNAM,,095858N1060132E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,XS,27663844,KINETIC,-1,-1,,,,923.0,0
3616816,AUSTRALIA,RAAF,1971-02-06,1175559,SEADAB,B-57,PHAN RANG,16.347777,107.109166,,6,2037.0,,,0,B57,B57,,,MP    81,18,5.0,CLOSE AIR SUPPORT,6121,1,,N,2RAF,,,SOUTH VIETNAM,,162052N1070633E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    81,VC,27663958,KINETIC,-1,-1,,,,2037.0,49200
3616818,AUSTRALIA,RAAF,1971-05-04,1175561,SEADAB,B-57,PHAN RANG,15.183055,108.473611,,6,202.0,,,0,B57,B57,,,MP    11,22,5.0,CLOSE AIR SUPPORT,6108,1,,D,2RAF,,,SOUTH VIETNAM,,151059N1082825E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,ZB,27663960,KINETIC,-1,-1,,,,202.0,49200
3616944,AUSTRALIA,RAAF,1970-01-04,1182608,SEADAB,B-57,PHAN RANG,9.933611,104.911388,,4,1615.0,,,0,B57,B57,,,MGP71,17,5.0,CLOSE AIR SUPPORT,5022,1,,D,2RAF,,,SOUTH VIETNAM,,095601N1045441E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP71,VS,27671007,KINETIC,-1,-1,,,,1615.0,4800
3617262,AUSTRALIA,RAAF,1970-03-14,1182926,SEADAB,B-57,PHAN RANG,10.153055,106.465277,,0,1053.0,,,0,B57,B57,,,MP11,20,5.0,CLOSE AIR SUPPORT,5001,1,,D,2RAF,,,SOUTH VIETNAM,,100911N1062755E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP11,XS,27671325,KINETIC,-1,-1,,,,1053.0,0
3617267,AUSTRALIA,RAAF,1971-02-18,1182931,SEADAB,B-57,PHAN RANG,16.257776999999994,107.220555,,6,902.0,,,0,B57,B57,,,MP    21,15,5.0,CLOSE AIR SUPPORT,6115,1,,D,2RAF,,,SOUTH VIETNAM,,161528N1071314E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,VC,27671330,KINETIC,-1,-1,,,,902.0,49200
3617400,AUSTRALIA,RAAF,1970-09-13,1183064,SEADAB,B-57,PHAN RANG,12.079166,107.021388,,6,1315.0,,,0,B57,B57,,,MP    51,15,5.0,CLOSE AIR SUPPORT,6190,1,,D,2RAF,,,SOUTH VIETNAM,,120445N1070117E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    51,YT,27671463,KINETIC,-1,-1,,,,1315.0,49200
3617670,AUSTRALIA,RAAF,1971-01-30,1183334,SEADAB,B-57,PHAN RANG,14.858332999999998,108.536111,,0,1638.0,,,0,B57,B57,,,MP    21,19,5.0,CLOSE AIR SUPPORT,6184,1,,D,2RAF,,,SOUTH VIETNAM,,145130N1083210E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,ZB,27671733,KINETIC,-1,-1,,,DAMAGED,1638.0,0
3617707,AUSTRALIA,RAAF,1970-04-29,1183371,SEADAB,B-57,PHAN RANG,9.964722,105.602222,,6,949.0,,,0,B57,B57,,,MP    31,19,5.0,CLOSE AIR SUPPORT,5007,1,,D,2RAF,,,SOUTH VIETNAM,,095753N1053608E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,WS,27671770,KINETIC,-1,-1,,,,949.0,49200
3617754,AUSTRALIA,RAAF,1971-02-03,1183418,SEADAB,B-57,PHAN RANG,16.178055,107.636666,BASE CAMP AREA,0,757.0,,,0,B57,B57,,,MP    21,14,5.0,CLOSE AIR SUPPORT,6104,1,,D,2RAF,,,SOUTH VIETNAM,,161041N1073812E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,BU,27671817,KINETIC,-1,-1,,,RNO NONVISUAL,757.0,0
3618413,AUSTRALIA,RAAF,1972-01-21,1184077,SEADAB,A-4,TAN SON NHUT,,,,94,800.0,PASSENGERS,,0,A4,A4,,,,30,46.0,COMBT TROOP CARRYING,0943,6,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27672476,NONKINETIC,-1,-1,,,,800.0,0
3618996,AUSTRALIA,RAAF,1971-04-17,1184660,SEADAB,B-57,PHAN RANG,13.063055,109.173611,CONFIRM ENEMY LOC,0,645.0,,,0,B57,B57,,,MAGPIE61,25,5.0,CLOSE AIR SUPPORT,6103,1,,D,2RAF,,,SOUTH VIETNAM,,130347N1091025E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MAGPIE61,BQ,27673059,KINETIC,-1,-1,,,RNO SMOKE,645.0,0
3619158,AUSTRALIA,RAAF,1971-02-08,1184822,SEADAB,B-57,PHAN RANG,16.3475,107.109166,,6,931.0,,,0,B57,B57,,,MP    21,29,5.0,CLOSE AIR SUPPORT,6143,1,,D,2RAF,,,SOUTH VIETNAM,,162051N1070633E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,VC,27673221,KINETIC,-1,-1,,,,931.0,49200
3619238,AUSTRALIA,RAAF,1970-05-27,1184902,SEADAB,B-57,PHAN RANG,10.563333,107.1425,CAVES,6,1456.0,M117 GP BOMB (750) LD,,750,B57,B57,,,MP    61,24,3.0,AIR INTERDICTION,5201,1,,D,2RAF,,,SOUTH VIETNAM,,103348N1070833E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    61,YS,27673301,KINETIC,-1,-1,,,TARGET,1456.0,49200
3619721,AUSTRALIA,RAAF,1970-01-16,1185385,SEADAB,B-57,PHAN RANG,11.158333,107.090833,,2,1040.0,,,0,B57,B57,,,MGP31,26,3.0,AIR INTERDICTION,5006,1,,D,2RAF,,,SOUTH VIETNAM,,110930N1070527E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP31,YT,27673784,KINETIC,-1,-1,,,,1040.0,16400
3619782,AUSTRALIA,RAAF,1970-03-28,1185446,SEADAB,A-4,TAN SON NHUT,,,,168,800.0,CARGO (TONS),,0,A4,A4,,,,0,47.0,COMBT CARGO CARRYING,7201,8,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27673845,NONKINETIC,-1,-1,,,,800.0,0
3619914,AUSTRALIA,RAAF,1970-12-04,1185578,SEADAB,B-57,PHAN RANG,9.562777,104.940833,,12,906.0,,,0,B57G,B57,,,MP    11,40,5.0,CLOSE AIR SUPPORT,6100,1,,D,2RAF,,,SOUTH VIETNAM,,093346N1045627E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,VR,27673977,KINETIC,-1,-1,,,,906.0,98400
3620036,AUSTRALIA,RAAF,1970-06-01,1185700,SEADAB,B-57,PHAN RANG,11.018333,107.763055,,6,1004.0,,,0,B57,B57,,,MP    31,23,5.0,CLOSE AIR SUPPORT,5012,1,,D,2RAF,,,SOUTH VIETNAM,,110106N1074547E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,ZT,27674099,KINETIC,-1,-1,,,,1004.0,49200
3620062,AUSTRALIA,RAAF,1971-09-10,1185726,SEADAB,A-4,TAN SON NHUT,,,,141,800.0,CARGO (TONS),,0,A4,A4,,,,30,47.0,COMBT CARGO CARRYING,0957,5,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27674125,NONKINETIC,-1,-1,,,,800.0,0
3620082,AUSTRALIA,RAAF,1971-03-27,1185746,SEADAB,B-57,PHAN RANG,16.473055,107.208888,,6,1407.0,,,0,B57,B57,,,MP    81,18,5.0,CLOSE AIR SUPPORT,6114,1,,N,2RAF,,,SOUTH VIETNAM,,162823N1071232E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    81,VC,27674145,KINETIC,-1,-1,,,,1407.0,49200
3620203,AUSTRALIA,RAAF,1970-06-16,1185867,SEADAB,B-57,PHAN RANG,10.223888,104.609166,BASE CAMP AREA,6,934.0,M117 GP BOMB (750) LD,,750,B57,B57,,,MP    31,21,5.0,CLOSE AIR SUPPORT,5007,1,,D,2RAF,,,SOUTH VIETNAM,,101326N1043633E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,VS,27674266,KINETIC,-1,-1,,,TARGET,934.0,49200
3620417,AUSTRALIA,RAAF,1970-10-03,1186081,SEADAB,B-57,PHAN RANG,10.465555,106.055555,,6,935.0,,,0,B57,B57,,,MP    31,18,5.0,CLOSE AIR SUPPORT,6198,1,,D,2RAF,,,SOUTH VIETNAM,,102756N1060320E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,XS,27674480,KINETIC,-1,-1,,,,935.0,49200
3620588,AUSTRALIA,RAAF,1971-05-07,1186252,SEADAB,B-57,PHAN RANG,16.082222,107.33,,6,730.0,,,0,B57,B57,,,MP    91,14,5.0,CLOSE AIR SUPPORT,6109,1,,D,2RAF,,,SOUTH VIETNAM,,160456N1071948E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    91,VC,27674651,KINETIC,-1,-1,,,,730.0,49200
3620603,AUSTRALIA,RAAF,1970-03-14,1186267,SEADAB,B-57,PHAN RANG,10.718055,107.373888,,6,1440.0,,,0,B57,B57,,,MP71,12,5.0,CLOSE AIR SUPPORT,5227,1,,D,2RAF,,,SOUTH VIETNAM,,104305N1072226E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP71,YS,27674666,KINETIC,-1,-1,,,,1440.0,49200
3621244,AUSTRALIA,RAAF,1971-07-28,1196398,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,22,97.0,OTHER,,5,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27684797,NONKINETIC,-1,-1,,,,800.0,0
3621337,AUSTRALIA,RAAF,1970-04-11,1196491,SEADAB,A-4,TAN SON NHUT,,,,125,800.0,CARGO (TONS),,0,A4,A4,,,,0,47.0,COMBT CARGO CARRYING,7201,8,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27684890,NONKINETIC,-1,-1,,,,800.0,0
3621591,AUSTRALIA,RAAF,1970-08-26,1196745,SEADAB,B-57,PHAN RANG,10.1675,106.428888,,6,950.0,,,0,B57,B57,,,MP    31,20,5.0,CLOSE AIR SUPPORT,6302,1,,D,2RAF,,,SOUTH VIETNAM,,101003N1062544E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,XS,27685144,KINETIC,-1,-1,,,,950.0,49200
3621611,AUSTRALIA,RAAF,1970-12-07,1196765,SEADAB,B-57,PHAN RANG,14.98,108.583888,,0,1215.0,,,0,B57G,B57,,,MP    61,21,5.0,CLOSE AIR SUPPORT,6199,1,,D,2RAF,,,SOUTH VIETNAM,,145848N1083502E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    61,BS,27685164,KINETIC,-1,-1,,,DAMAGED,1215.0,0
3621693,AUSTRALIA,RAAF,1970-12-05,1196847,SEADAB,B-57,PHAN RANG,9.587222,105.043611,SUSP ENEMY LOC,0,701.0,,,0,B57G,B57,,,MP    11,13,5.0,CLOSE AIR SUPPORT,6101,1,,D,2RAF,,,SOUTH VIETNAM,,093514N1050237E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,WT,27685246,KINETIC,-1,-1,,,RNO NONVISUAL,701.0,0
3621802,AUSTRALIA,RAAF,1970-03-29,1196956,SEADAB,B-57,PHAN RANG,10.629166,107.4125,BASE CAMP AREA,6,1040.0,M117 GP BOMB (750) LD,,750,B57,B57,,,MGP   21,15,5.0,CLOSE AIR SUPPORT,5002,1,,D,2RAF,,,SOUTH VIETNAM,,103745N1072445E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MGP   21,YS,27685355,KINETIC,-1,-1,,,TARGET,1040.0,49200
3621906,AUSTRALIA,RAAF,1970-06-08,1197060,SEADAB,A-4,TAN SON NHUT,,,,152,800.0,CARGO (TONS),,0,A4,A4,,,,0,47.0,COMBT CARGO CARRYING,7465,8,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27685459,NONKINETIC,-1,-1,,,,800.0,0
3622383,AUSTRALIA,RAAF,1970-06-02,1197537,SEADAB,B-57,PHAN RANG,9.8975,105.27361100000002,,6,838.0,,,0,B57,B57,,,MP    11,17,5.0,CLOSE AIR SUPPORT,5009,1,,D,2RAF,,,SOUTH VIETNAM,,095351N1051625E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,WS,27685936,KINETIC,-1,-1,,,,838.0,49200
3622509,AUSTRALIA,RAAF,1970-10-20,1197663,SEADAB,A-4,TAN SON NHUT,,,,247,800.0,PASSENGERS,,0,A4,A4,,,,133,46.0,COMBT TROOP CARRYING,7446,18,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27686062,NONKINETIC,-1,-1,,,,800.0,0
3622985,AUSTRALIA,RAAF,1970-11-03,1198139,SEADAB,B-57,PHAN RANG,11.636388,107.57,LANDING ZONE CONST,0,1655.0,,,0,B57,B57,,,MP    81,13,5.0,CLOSE AIR SUPPORT,6107,1,,D,2RAF,,,SOUTH VIETNAM,,113811N1073412E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    81,YT,27686538,KINETIC,-1,-1,,,RNO WEATHER,1655.0,0
3623351,AUSTRALIA,RAAF,1970-06-12,1205213,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,0,97.0,OTHER,7455,7,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27693612,NONKINETIC,-1,-1,,,,800.0,0
3623464,AUSTRALIA,RAAF,1970-10-08,1205326,SEADAB,B-57,PHAN RANG,15.43,108.000555,CONSTRUCTION VEHICLES,0,1655.0,,,0,B57,B57,,,MP    91,25,5.0,CLOSE AIR SUPPORT,6105,1,,D,2RAF,,,SOUTH VIETNAM,,152548N1080002E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    91,ZB,27693725,KINETIC,-1,-1,,,CUT,1655.0,0
3623490,AUSTRALIA,RAAF,1970-06-18,1205352,SEADAB,B-57,PHAN RANG,10.184444,106.268055,,6,952.0,,,0,B57,B57,,,MP    31,14,5.0,CLOSE AIR SUPPORT,5007,1,,D,2RAF,,,SOUTH VIETNAM,,101104N1061605E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,XS,27693751,KINETIC,-1,-1,,,,952.0,49200
3623545,AUSTRALIA,RAAF,1970-06-06,1205407,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,0,47.0,COMBT CARGO CARRYING,7454,6,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27693806,NONKINETIC,-1,-1,,,,800.0,0
3623600,AUSTRALIA,RAAF,1970-11-05,1205462,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,0,97.0,OTHER,7453,7,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27693861,NONKINETIC,-1,-1,,,,800.0,0
3623788,AUSTRALIA,RAAF,1970-12-01,1205650,SEADAB,B-57,PHAN RANG,9.418055,104.954444,,0,1007.0,,,0,B57G,B57,,,MP    11,22,5.0,CLOSE AIR SUPPORT,6105,1,,D,2RAF,,,SOUTH VIETNAM,,092505N1045716E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,VR,27694049,KINETIC,-1,-1,,,DESTROYED,1007.0,0
3623895,AUSTRALIA,RAAF,1970-02-24,1205757,SEADAB,B-57,PHAN RANG,,,,0,0.0,,,0,B57,B57,,,MGP-21,0,,,5003,1,,,2RAF,,,SOUTH VIETNAM,,,,,UNIT: 2RAF - CALLSIGN: MGP-21,,27694156,NONKINETIC,-1,-1,,,,0.0,0
3623961,AUSTRALIA,RAAF,1970-04-28,1205823,SEADAB,B-57,PHAN RANG,10.465833,106.028055,FOX HOLES,0,1045.0,,,0,B57,B57,,,MP    41,16,5.0,CLOSE AIR SUPPORT,5008,1,,D,2RAF,,,SOUTH VIETNAM,,102757N1060141E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    41,XS,27694222,KINETIC,-1,-1,,,DESTROYED,1045.0,0
3623992,AUSTRALIA,RAAF,1971-06-25,1205854,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,0,97.0,OTHER,0974,3,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27694253,NONKINETIC,-1,-1,,,,800.0,0
3624141,AUSTRALIA,RAAF,1970-09-14,1206003,SEADAB,B-57,PHAN RANG,,,,0,1205.0,,,0,B57,B57,,,MP    81,17,5.0,CLOSE AIR SUPPORT,6143,1,,D,2RAF,,,SOUTH VIETNAM,,,,,UNIT: 2RAF - CALLSIGN: MP    81,,27694402,KINETIC,-1,-1,,,,1205.0,0
3624305,AUSTRALIA,RAAF,1971-03-18,1206167,SEADAB,A-4,TAN SON NHUT,,,,394,800.0,PASSENGERS,,0,A4,A4,,,,165,46.0,COMBT TROOP CARRYING,7423,18,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27694566,NONKINETIC,-1,-1,,,,800.0,0
3624674,AUSTRALIA,RAAF,1970-11-08,1206536,SEADAB,B-57,PHAN RANG,8.963055,104.96,,0,842.0,,,0,B57,B57,,,MP    21,16,5.0,CLOSE AIR SUPPORT,6114,1,,D,2RAF,,,SOUTH VIETNAM,,085747N1045736E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,VR,27694935,KINETIC,-1,-1,,,,842.0,0
3624867,AUSTRALIA,RAAF,1971-02-03,1206729,SEADAB,B-57,PHAN RANG,16.373054999999994,107.270555,,0,1538.0,,,0,B57,B57,,,MP    61,18,5.0,CLOSE AIR SUPPORT,6106,1,,D,2RAF,,,SOUTH VIETNAM,,162223N1071614E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    61,VC,27695128,KINETIC,-1,-1,,,RNO NONVISUAL,1538.0,0
3624887,AUSTRALIA,RAAF,1971-05-22,1206749,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,0,97.0,OTHER,0985,7,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27695148,NONKINETIC,-1,-1,,,,800.0,0
3624951,AUSTRALIA,RAAF,1971-03-12,1206813,SEADAB,B-57,PHAN RANG,16.853054999999998,106.566666,CONFIRM ENEMY LOC,0,728.0,,,0,B57,B57,,,MAGPIE,22,5.0,CLOSE AIR SUPPORT,6107,1,,D,2RAF,,,SOUTH VIETNAM,,165111N1063400E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MAGPIE,XC,27695212,KINETIC,-1,-1,,,RNO NONVISUAL,728.0,0
3624964,AUSTRALIA,RAAF,1970-11-19,1206826,SEADAB,A-4,TAN SON NHUT,,,,0,800.0,,,0,A4,A4,,,,0,97.0,OTHER,7446,5,,D,RAF,,,SOUTH VIETNAM,,,,,UNIT: RAF - CALLSIGN:,,27695225,NONKINETIC,-1,-1,,,,800.0,0
3625077,AUSTRALIA,RAAF,1970-09-06,1206939,SEADAB,B-57,PHAN RANG,10.534444,106.045555,TRENCH,0,900.0,,,0,B57,B57,,,MP    21,20,5.0,CLOSE AIR SUPPORT,6199,1,,D,2RAF,,,SOUTH VIETNAM,,103204N1060244E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    21,XS,27695338,KINETIC,-1,-1,,,DESTROYED,900.0,0
3625235,AUSTRALIA,RAAF,1970-08-26,1207097,SEADAB,B-57,PHAN RANG,10.1675,106.428888,,0,950.0,,,0,B57,B57,,,MP    31,20,5.0,CLOSE AIR SUPPORT,6302,1,,D,2RAF,,,SOUTH VIETNAM,,101003N1062544E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    31,XS,27695496,KINETIC,-1,-1,,,,950.0,0
3625289,AUSTRALIA,RAAF,1971-05-08,1207151,SEADAB,B-57,PHAN RANG,16.348333,107.113055,,6,320.0,,,0,B57,B57,,,MP    41,27,3.0,AIR INTERDICTION,6110,1,,D,2RAF,,,SOUTH VIETNAM,,162054N1070647E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    41,VC,27695550,KINETIC,-1,-1,,,,320.0,49200
3625478,AUSTRALIA,RAAF,1970-07-08,1207340,SEADAB,B-57,PHAN RANG,10.3725,104.984444,,6,911.0,,,0,B57,B57,,,MP    11,20,5.0,CLOSE AIR SUPPORT,5009,1,,D,2RAF,,,SOUTH VIETNAM,,102221N1045904E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    11,VS,27695739,KINETIC,-1,-1,,,,911.0,49200
3625811,AUSTRALIA,RAAF,1971-05-14,1207673,SEADAB,B-57,PHAN RANG,13.446110999999998,107.735833,PERSONNEL\ANY,0,825.0,,,0,B57,B57,,,MP    71,15,5.0,CLOSE AIR SUPPORT,6142,1,,D,2RAF,,,SOUTH VIETNAM,,132646N1074409E,DDMMSSN DDDMMSSE,,UNIT: 2RAF - CALLSIGN: MP    71,ZA,27696072,KINETIC,-1,-1,,,RNO ****,825.0,0
