,THOR_DATA_VIET_ID,COUNTRYFLYINGMISSION,MILSERVICE,MSNDATE,SOURCEID,SOURCERECORD,VALID_AIRCRAFT_ROOT,TAKEOFFLOCATION,TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84,TGTTYPE,NUMWEAPONSDELIVERED,TIMEONTARGET,WEAPONTYPE,WEAPONTYPECLASS,WEAPONTYPEWEIGHT,AIRCRAFT_ORIGINAL,AIRCRAFT_ROOT,AIRFORCEGROUP,AIRFORCESQDN,CALLSIGN,FLTHOURS,MFUNC,MFUNC_DESC,MISSIONID,NUMOFACFT,OPERATIONSUPPORTED,PERIODOFDAY,UNIT,TGTCLOUDCOVER,TGTCONTROL,TGTCOUNTRY,TGTID,TGTORIGCOORDS,TGTORIGCOORDSFORMAT,TGTWEATHER,ADDITIONALINFO,GEOZONE,ID,MFUNC_DESC_CLASS,NUMWEAPONSJETTISONED,NUMWEAPONSRETURNED,RELEASEALTITUDE,RELEASEFLTSPEED,RESULTSBDA,TIMEOFFTARGET,WEAPONSLOADEDWEIGHT
3958548,3961459,VIETNAM (SOUTH),VNAF,1971-02-02,1094006,SEADAB,C-119,TAN SON NHUT,,,,163,800.0,CARGO (TONS),,0,C119,C119,,,,55,47.0,COMBT CARGO CARRYING,7305,6,,D,413TS,,,SOUTH VIETNAM,,,,,UNIT: 413TS - CALLSIGN:,,27582405,NONKINETIC,-1,-1,,,,800.0,0
4348623,4352449,VIETNAM (SOUTH),VNAF,1972-11-28,828671,SEADAB,UH-1,DANANG,,,,6,800.0,PASSENGERS,,0,UH1,UH1,,,,25,46.0,COMBT TROOP CARRYING,0807,10,,D,239HS,,,SOUTH VIETNAM,,,,,UNIT: 239HS - CALLSIGN:,,27317070,NONKINETIC,-1,-1,,,,800.0,0
3155459,3156568,VIETNAM (SOUTH),VNAF,1970-10-25,206087,CACTA6570,A-1,BIEN HOA,11.1950484,106.5661628,TROOPS,12,320.0,250LB MK-81,,260,A1H,A1,,,,40,3,AIR INTERDICTION,VW012,2,IN COUNTRY,D,V50030,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXT71003800,##ABC11112222,0509C,MISSION: VS3861 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XT,23789811,KINETIC,0,0,,,,330.0,-1
4274409,4278050,VIETNAM (SOUTH),VNAF,1972-01-19,1501795,SEADAB,A-37,BINH THUY,,,,0,0.0,,,0,A37,A37,,,SATAN 51,0,,,E433,2,,,526FS,,,SOUTH VIETNAM,,,,,UNIT: 526FS - CALLSIGN: SATAN 51,,27990194,NONKINETIC,-1,-1,,,,0.0,0
302910,303705,VIETNAM (SOUTH),VNAF,1973-06-17,855249,SEADAB,A-1,BIEN HOA,,,,0,800.0,,,0,A1,A1,,,,10,53.0,MAINTENANCE,0810,1,,D,518FS,,,SOUTH VIETNAM,,,,,UNIT: 518FS - CALLSIGN:,,27343648,NONKINETIC,-1,-1,,,,800.0,0
3290533,3291775,VIETNAM (SOUTH),VNAF,1973-09-23,1437226,SEADAB,CH-47,DANANG,,,,14,800.0,PASSENGERS,,0,CH47,CH47,,,,43,56.0,DEFOL/DEFOL SURVEY,0821,1,,D,247HS,,,SOUTH VIETNAM,,,,,UNIT: 247HS - CALLSIGN:,,27925625,NONKINETIC,-1,-1,,,,800.0,0
4605695,4610108,VIETNAM (SOUTH),VNAF,1972-07-20,318526,SEADAB,UH-1,NHA TRANG,,,,0,800.0,,,0,UH1,UH1,,,2,25,52.0,TRAINING,0735,2,,D,215HS,,,SOUTH VIETNAM,,,,,UNIT: 215HS - CALLSIGN:        2,,26806925,NONKINETIC,-1,-1,,,,800.0,0
3401485,3403008,VIETNAM (SOUTH),VNAF,1973-06-06,619659,SEADAB,O-1,BIEN HOA,,,,0,800.0,,,0,O1,O1,,,,104,36.0,FAC/TAC,0826,1,,D,124LS,,,SOUTH VIETNAM,,,,,UNIT: 124LS - CALLSIGN:,,27108058,NONKINETIC,-1,-1,,,,800.0,0
3226519,3227627,VIETNAM (SOUTH),VNAF,1974-03-21,59532,SEADAB,O-1,BINH THUY,,,,0,800.0,,,0,O1,O1,,,,30,52.0,TRAINING,0810,1,,D,122LS,,,SOUTH VIETNAM,,,,,UNIT: 122LS - CALLSIGN:,,26547843,NONKINETIC,-1,-1,,,,800.0,0
3302424,3303702,VIETNAM (SOUTH),VNAF,1972-12-13,1526633,SEADAB,CH-47,BIEN HOA,,,,0,800.0,,,0,CH47,CH47,,,,43,52.0,TRAINING,0747,4,,D,237HS,,,SOUTH VIETNAM,,,,,UNIT: 237HS - CALLSIGN:,,28015032,NONKINETIC,-1,-1,,,,800.0,0
1281220,1282328,VIETNAM (SOUTH),VNAF,1968-01-02,3165785,CACTA6669,A-1,BIEN HOA,11.28770357,108.25333940000002,TROOPS,18,310.0,250LB MK-81,,260,A1H,A1,,,,65,03,AIR INTERDICTION,VW002,3,IN COUNTRY - SOUTH VIETNAM,D,V50030,BROKEN,ABN FWD AIR CNTL,SOUTH VIETNAM,,49PBN005491,##ABC111222,0509C,MISSION: VS2554 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),ZT,25645889,KINETIC,0,0,,,,330.0,-1
4649580,4654105,VIETNAM (SOUTH),VNAF,1970-11-09,549919,SEADAB,A-37,BINH THUY,8.990277,104.959166,,4,1030.0,,,0,A37,A37,,,PANTHR51,18,5.0,CLOSE AIR SUPPORT,E278,2,,D,520FS,,,SOUTH VIETNAM,,085925N1045733E,DDMMSSN DDDMMSSE,,UNIT: 520FS - CALLSIGN: PANTHR51,VR,27038318,KINETIC,-1,-1,,,,1030.0,21240
94680,94932,VIETNAM (SOUTH),VNAF,1971-08-28,1613101,SEADAB,AC-47,PLEIKU,,,,0,0.0,,,0,AC47,AC47,,,HLONG 05,0,,,A041,1,,,817CS,,,SOUTH VIETNAM,,,,,UNIT: 817CS - CALLSIGN: HLONG 05,,28101500,NONKINETIC,-1,-1,,,,0.0,0
2510374,2511405,VIETNAM (SOUTH),VNAF,1969-07-26,1178138,CACTA6669,F-5,BIEN HOA,11.01225679,107.0446768,TROOPS,8,0.0,250LB MK-81,,260,F5C,F5,,,,27,03,AIR INTERDICTION,VW007,3,IN COUNTRY - SOUTH VIETNAM,D,V50100,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PYT23701800,##ABC11112222,0509C,MISSION: VS07-3361 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),YT,24264634,KINETIC,0,0,,,,6.0,-1
2709405,2710432,VIETNAM (SOUTH),VNAF,1966-05-31,992567,CACTA6669,A-1,TAN SON NHUT,11.94910927,106.8568051,TROOPS,4,205.0,500LB GP M-64,,561,A1,A1,,,,70,6.0,DIRECT AIR SUPPORT,V1002,3,IN COUNTRY,D,V50100,SCATTERED,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,,48PYU025215,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),YT,24088596,KINETIC,0,0,,,,215.0,-1
329818,330687,VIETNAM (SOUTH),VNAF,1971-05-09,990829,SEADAB,UH-1,BINH THUY,,,,220,800.0,7.62 AMMO,,6,UH1,UH1,,,24,160,44.0,ARMED HELICOPTER,0776,24,,D,217HS,,,SOUTH VIETNAM,,,,,UNIT: 217HS - CALLSIGN:       24,,27479228,KINETIC,-1,-1,,,,800.0,13200
3703333,3705571,VIETNAM (SOUTH),VNAF,1971-09-10,1489953,SEADAB,UH-1,DANANG,,,,46,800.0,PASSENGERS,,0,UH1,UH1,,,99,350,48.0,LOG TROOP CARRYING,0793,99,,D,213HS,,,SOUTH VIETNAM,,,,,UNIT: 213HS - CALLSIGN:       99,,27978352,NONKINETIC,-1,-1,,,,800.0,0
2907936,2908943,VIETNAM (SOUTH),VNAF,1970-06-29,275502,CACTA6570,A-1,BIEN HOA,11.845284800000002,105.5278997,TROOPS,6,305.0,500BLU11/23/32,,500,A1H,A1,,,,45,3,AIR INTERDICTION,VW005,2,IN COUNTRY,D,V50010,SCATTERED,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PWU57500950,##ABC11112222,0509C,MISSION: VS3910 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),WT,23905994,KINETIC,0,0,,,,310.0,-1
4212535,4216033,VIETNAM (SOUTH),VNAF,1972-02-29,1177329,SEADAB,VC-47,TAN SON NHUT,,,,160,800.0,PASSENGERS,,0,VC47,VC47,,,,247,49.0,LOG CARGO CARRYING,0715,12,,D,314SAM,,,SOUTH VIETNAM,,,,,UNIT: 314SAM - CALLSIGN:,,27665728,NONKINETIC,-1,-1,,,,800.0,0
4028895,4031959,VIETNAM (SOUTH),VNAF,1970-01-31,224857,SEADAB,A-37,BINH THUY,11.755,103.164444,,0,800.0,,,0,A37,A37,,,,134,3.0,AIR INTERDICTION,7336,12,,D,520FS,,,SOUTH VIETNAM,,114518N1030952E,DDMMSSN DDDMMSSE,,UNIT: 520FS - CALLSIGN:,TT,26713256,KINETIC,-1,-1,,,DAMAGED,800.0,0
4185117,4188555,VIETNAM (SOUTH),VNAF,1973-07-27,1040290,SEADAB,UH-1,DANANG,,,,3,800.0,PASSENGERS,,0,UH1,UH1,,,,38,50.0,ADMINISTRATIVE,0745,1,,D,233HS,,,SOUTH VIETNAM,,,,,UNIT: 233HS - CALLSIGN:,,27528689,NONKINETIC,-1,-1,,,,800.0,0
4497866,4502028,VIETNAM (SOUTH),VNAF,1970-09-21,1607636,SEADAB,C-119,TAN SON NHUT,,,,103,800.0,CARGO (TONS),,0,C119,C119,,,,61,48.0,LOG TROOP CARRYING,7306,5,,D,413TS,,,SOUTH VIETNAM,,,,,UNIT: 413TS - CALLSIGN:,,28096035,NONKINETIC,-1,-1,,,,800.0,0
3753637,3755999,VIETNAM (SOUTH),VNAF,1974-08-16,1837854,SEADAB,UH-1,NHA TRANG,,,,0,800.0,,,0,UH1,UH1,,,,25,53.0,MAINTENANCE,0838,1,,D,219HS,,,SOUTH VIETNAM,,,,,UNIT: 219HS - CALLSIGN:,,28326252,NONKINETIC,-1,-1,,,,800.0,0
169350,169790,VIETNAM (SOUTH),VNAF,1973-11-11,151474,SEADAB,O-1,BIEN HOA,,,,0,800.0,,,0,O1,O1,,,,15,53.0,MAINTENANCE,0779,1,,D,124LS,,,SOUTH VIETNAM,,,,,UNIT: 124LS - CALLSIGN:,,26639873,NONKINETIC,-1,-1,,,,800.0,0
3475824,3477525,VIETNAM (SOUTH),VNAF,1972-07-20,1760027,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,1,15,52.0,TRAINING,0815,1,,D,223HS,,,SOUTH VIETNAM,,,,,UNIT: 223HS - CALLSIGN:        1,,28248425,NONKINETIC,-1,-1,,,,800.0,0
4067778,4070945,VIETNAM (SOUTH),VNAF,1972-03-19,427715,SEADAB,O-1,BIEN HOA,,,,0,800.0,,,0,O1,O1,,,,542,18.0,VISUAL RECCE,0845,35,,D,112LS,,,SOUTH VIETNAM,,,,,UNIT: 112LS - CALLSIGN:,,26916114,NONKINETIC,-1,-1,,,,800.0,0
411814,412861,VIETNAM (SOUTH),VNAF,1967-07-21,4798434,CACTA6669,A-1,DANANG,15.80463182,108.3306157,BUILDINGS,0,2245.0,,,0,A1H,A1,,,,23,3.0,AIR INTERDICTION,VY013,2,IN COUNTRY - SV,D,V50020,,ABN FWD AIR CNTL,SOUTH VIETNAM,,49PBT144490,##ABC111222,9999NF,MISSION: VS1562 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BU,26311894,KINETIC,0,561,,,,2315.0,-1
80757,80971,VIETNAM (SOUTH),VNAF,1970-10-04,1551965,SEADAB,A-37,BINH THUY,9.463333,105.045555,,6,900.0,,,0,A37,A37,,,PANTHR21,20,5.0,CLOSE AIR SUPPORT,E654,2,,D,520FS,,,SOUTH VIETNAM,,092748N1050244E,DDMMSSN DDDMMSSE,,UNIT: 520FS - CALLSIGN: PANTHR21,WT,28040364,KINETIC,-1,-1,,,,900.0,31860
249683,250341,VIETNAM (SOUTH),VNAF,1972-01-11,577080,SEADAB,UH-1,BIEN HOA,,,,1,800.0,PASSENGERS,,0,UH1,UH1,,,1,15,48.0,LOG TROOP CARRYING,0737,1,,D,223HS,,,SOUTH VIETNAM,,,,,UNIT: 223HS - CALLSIGN:        1,,27065479,NONKINETIC,-1,-1,,,,800.0,0
382169,383158,VIETNAM (SOUTH),VNAF,1972-10-28,1764163,SEADAB,UH-1,DANANG,,,,145,800.0,7.62 AMMO,,6,UH1,UH1,,,,157,44.0,ARMED HELICOPTER,0853,24,,D,239HS,,,SOUTH VIETNAM,,,,,UNIT: 239HS - CALLSIGN:,,28252561,KINETIC,-1,-1,,,,800.0,8700
3326626,3327968,VIETNAM (SOUTH),VNAF,1973-06-14,94386,SEADAB,UH-1,BIEN HOA,,,,109,800.0,PASSENGERS,,0,UH1,UH1,,,,265,47.0,COMBT CARGO CARRYING,0858,1,,D,221HS,,,SOUTH VIETNAM,,,,,UNIT: 221HS - CALLSIGN:,,26582785,NONKINETIC,-1,-1,,,,800.0,0
1347648,1348756,VIETNAM (SOUTH),VNAF,1966-02-15,3296145,CACTA6669,A-1,TAN SON NHUT,11.15113262,107.7622603,TROOPS,8,725.0,500LB GP M-64,,561,A1,A1,,,,70,06,DIRECT AIR SUPPORT,V0006,2,IN COUNTRY,D,V50100,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,,48PZT020340,##ABC111222,0999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),ZT,25712513,KINETIC,0,0,,,,735.0,-1
225395,225990,VIETNAM (SOUTH),VNAF,1970-06-12,444933,SEADAB,A-37,NHA TRANG,13.685,107.027777,STORAGE AREA,8,910.0,MK 82 GP BOMB (500) LD,,500,A37,A37,,,SIPA  41,33,5.0,CLOSE AIR SUPPORT,C071,2,,D,524FS,,,CAMBODIA,,134106N1070140E,DDMMSSN DDDMMSSE,,UNIT: 524FS - CALLSIGN: SIPA  41,YA,26933332,KINETIC,-1,-1,,,TARGET,910.0,42480
71549,71734,VIETNAM (SOUTH),VNAF,1974-07-20,1506224,SEADAB,CH-47,CAN THO,,,,65,800.0,PASSENGERS,,0,CH47,CH47,,,,143,50.0,ADMINISTRATIVE,0880,1,,D,249HS,,,SOUTH VIETNAM,,,,,UNIT: 249HS - CALLSIGN:,,27994623,NONKINETIC,-1,-1,,,,800.0,0
3278737,3279958,VIETNAM (SOUTH),VNAF,1970-03-17,1353489,SEADAB,AC-47,TAN SON NHUT,,,,0,800.0,,,0,AC47,AC47,,,,7,53.0,MAINTENANCE,7314,1,,D,817TS,,,SOUTH VIETNAM,,,,,UNIT: 817TS - CALLSIGN:,,27841888,NONKINETIC,-1,-1,,,,800.0,0
4358726,4362575,VIETNAM (SOUTH),VNAF,1970-06-17,887374,SEADAB,O-1,BINH THUY,,,,0,800.0,,,0,O1,O1,,,,20,50.0,ADMINISTRATIVE,7348,2,,D,116LS,,,SOUTH VIETNAM,,,,,UNIT: 116LS - CALLSIGN:,,27375773,NONKINETIC,-1,-1,,,,800.0,0
588409,589450,VIETNAM (SOUTH),VNAF,1971-10-07,323,SEADAB,A-37,NHA TRANG,,,,0,0.0,,,0,A37,A37,,,SIPA  31,0,,,C206,2,,,524FS,,,SOUTH VIETNAM,,,,,UNIT: 524FS - CALLSIGN: SIPA  31,,26488634,NONKINETIC,-1,-1,,,,0.0,0
4019602,4022636,VIETNAM (SOUTH),VNAF,1971-03-15,1867413,SEADAB,U-6,TAN SON NHUT,,,,5,800.0,SPEAKER HOURS (TENTHS),,0,U6,U6,,,,120,38.0,PSYCHOLOGIC WARFARE,7368,9,,D,716RS,,,SOUTH VIETNAM,,,,,UNIT: 716RS - CALLSIGN:,,28355811,NONKINETIC,-1,-1,,,,800.0,0
4567347,4571668,VIETNAM (SOUTH),VNAF,1972-01-03,115377,SEADAB,UH-1,BINH THUY,,,,0,800.0,,,0,UH1,UH1,,,30,58,52.0,TRAINING,0784,30,,D,225HS,,,SOUTH VIETNAM,,,,,UNIT: 225HS - CALLSIGN:       30,,26603776,NONKINETIC,-1,-1,,,,800.0,0
4639326,4643823,VIETNAM (SOUTH),VNAF,1972-08-03,497911,SEADAB,CH-47,BIEN HOA,,,,176,800.0,PASSENGERS,,0,CH47,CH47,,,19,204,48.0,LOG TROOP CARRYING,0765,19,,D,237HS,,,SOUTH VIETNAM,,,,,UNIT: 237HS - CALLSIGN:       19,,26986310,NONKINETIC,-1,-1,,,,800.0,0
3596568,3598577,VIETNAM (SOUTH),VNAF,1972-12-08,1115541,SEADAB,F-5,BIEN HOA,11.162777,106.818055,,12,650.0,,,0,F5,F5,,,FALCON41,30,5.0,CLOSE AIR SUPPORT,D377,3,,D,522FS,,,SOUTH VIETNAM,,110946N1064905E,DDMMSSN DDDMMSSE,,UNIT: 522FS - CALLSIGN: FALCON41,YT,27603940,KINETIC,-1,-1,,,,650.0,63720
3799317,3801799,VIETNAM (SOUTH),VNAF,1973-04-14,232843,SEADAB,UH-1,DANANG,,,,21,800.0,PASSENGERS,,0,UH1,UH1,,,,165,48.0,LOG TROOP CARRYING,0736,1,,D,213HS,,,SOUTH VIETNAM,,,,,UNIT: 213HS - CALLSIGN:,,26721242,NONKINETIC,-1,-1,,,,800.0,0
4583567,4587929,VIETNAM (SOUTH),VNAF,1971-10-12,204206,SEADAB,A-1,BIEN HOA,11.562777,105.986111,,0,705.0,,,0,A1,A1,,,DRAGON B,31,5.0,CLOSE AIR SUPPORT,D343,2,,D,518FS,,,SOUTH VIETNAM,,113346N1055910E,DDMMSSN DDDMMSSE,,UNIT: 518FS - CALLSIGN: DRAGON B,XT,26692605,KINETIC,-1,-1,,,,705.0,0
4532464,4536695,VIETNAM (SOUTH),VNAF,1974-01-13,1789279,SEADAB,UH-1,PLEIKU,,,,2,800.0,PASSENGERS,,0,UH1,UH1,,,,90,44.0,ARMED HELICOPTER,0735,1,,D,235HS,,,SOUTH VIETNAM,,,,,UNIT: 235HS - CALLSIGN:,,28277677,KINETIC,-1,-1,,,,800.0,0
186463,186930,VIETNAM (SOUTH),VNAF,1972-07-08,241652,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,3,35,53.0,MAINTENANCE,0770,3,,D,221HS,,,SOUTH VIETNAM,,,,,UNIT: 221HS - CALLSIGN:        3,,26730051,NONKINETIC,-1,-1,,,,800.0,0
4137871,4141195,VIETNAM (SOUTH),VNAF,1973-06-19,794059,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,50,97.0,OTHER,0787,1,,D,223HS,,,SOUTH VIETNAM,,,,,UNIT: 223HS - CALLSIGN:,,27282458,NONKINETIC,-1,-1,,,,800.0,0
3435182,3436792,VIETNAM (SOUTH),VNAF,1972-01-10,867201,SEADAB,UH-1,BINH THUY,,,,200,800.0,PASSENGERS,,0,UH1,UH1,,,99,350,46.0,COMBT TROOP CARRYING,0787,99,,D,227HS,,,SOUTH VIETNAM,,,,,UNIT: 227HS - CALLSIGN:       99,,27355600,NONKINETIC,-1,-1,,,,800.0,0
4057642,4060789,VIETNAM (SOUTH),VNAF,1971-06-23,370465,SEADAB,A-37,DANANG,16.809444,106.903333,,8,315.0,,,0,A37,A37,,,SCORPN41,29,5.0,CLOSE AIR SUPPORT,B158,2,,D,528FS,,,SOUTH VIETNAM,,164834N1065412E,DDMMSSN DDDMMSSE,,UNIT: 528FS - CALLSIGN: SCORPN41,VC,26858864,KINETIC,-1,-1,,,,315.0,42480
21266,21316,VIETNAM (SOUTH),VNAF,1970-11-24,1238891,SEADAB,A-37,NHA TRANG,,,,0,800.0,,,0,A37,A37,,,,18,53.0,MAINTENANCE,7316,2,,D,524FS,,,SOUTH VIETNAM,,,,,UNIT: 524FS - CALLSIGN:,,27727290,NONKINETIC,-1,-1,,,,800.0,0
4633693,4638174,VIETNAM (SOUTH),VNAF,1971-05-20,462129,SEADAB,UH-1,BINH THUY,,,,0,800.0,,,0,UH1,UH1,,,12,80,45.0,COMMAND/CONTROL,0754,12,,D,225HS,,,SOUTH VIETNAM,,,,,UNIT: 225HS - CALLSIGN:       12,,26950528,NONKINETIC,-1,-1,,,,800.0,0
3902643,3905410,VIETNAM (SOUTH),VNAF,1973-07-09,770831,SEADAB,AC-47,NHA TRANG,,,,0,800.0,,,0,AC47,AC47,,,,110,37.0,FLARE DROP,0751,1,,D,817CS,,,SOUTH VIETNAM,,,,,UNIT: 817CS - CALLSIGN:,,27259230,NONKINETIC,-1,-1,,,,800.0,0
28096,28164,VIETNAM (SOUTH),VNAF,1972-01-03,1282110,SEADAB,A-37,DANANG,,,,0,800.0,,,0,A37,A37,,,,10,52.0,TRAINING,0803,1,,D,516FS,,,SOUTH VIETNAM,,,,,UNIT: 516FS - CALLSIGN:,,27770509,NONKINETIC,-1,-1,,,,800.0,0
1390343,1391451,VIETNAM (SOUTH),VNAF,1968-04-04,2696099,CACTA6669,F-5,BIEN HOA,10.28168772,106.766856,TROOPS,6,715.0,500LB GP MK-82,,500,F5C,F5,,,,35,03,AIR INTERDICTION,VW012,3,IN COUNTRY - SOUTH VIETNAM,D,V50100,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXS938370,##ABC111222,0707H,MISSION: VS4283 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),YS,25383640,KINETIC,0,0,,,,745.0,-1
3752042,3754399,VIETNAM (SOUTH),VNAF,1974-11-27,1828388,SEADAB,UH-1,BIEN HOA,,,,6,800.0,PASSENGERS,,0,UH1,UH1,,,,60,45.0,COMMAND/CONTROL,0807,1,,D,221HS,,,SOUTH VIETNAM,,,,,UNIT: 221HS - CALLSIGN:,,28316786,NONKINETIC,-1,-1,,,,800.0,0
3900241,3903001,VIETNAM (SOUTH),VNAF,1972-03-11,757629,SEADAB,A-1,BIEN HOA,11.321666,106.71,,16,600.0,,,0,A1,A1,,,PHOENIXY,28,5.0,CLOSE AIR SUPPORT,D331,2,,D,514FS,,,SOUTH VIETNAM,,111918N1064236E,DDMMSSN DDDMMSSE,,UNIT: 514FS - CALLSIGN: PHOENIXY,XT,27246028,KINETIC,-1,-1,,,,600.0,84960
4223438,4226960,VIETNAM (SOUTH),VNAF,1973-08-07,1232696,SEADAB,AC-119,TAN SON NHUT,,,,15,800.0,CARGO (TONS),,0,AC119,AC119,,,,55,50.0,ADMINISTRATIVE,0705,2,,D,819CS,,,SOUTH VIETNAM,,,,,UNIT: 819CS - CALLSIGN:,,27721095,NONKINETIC,-1,-1,,,,800.0,0
4551638,4555918,VIETNAM (SOUTH),VNAF,1974-08-19,31918,SEADAB,UH-1,DANANG,,,,40,800.0,7.62 AMMO,,6,UH1,UH1,,,,155,44.0,ARMED HELICOPTER,0847,1,,D,213HS,,,SOUTH VIETNAM,,,,,UNIT: 213HS - CALLSIGN:,,26520229,KINETIC,-1,-1,,,,800.0,2400
3692022,3694232,VIETNAM (SOUTH),VNAF,1970-05-19,1452999,SEADAB,U-17,BIEN HOA,,,,0,800.0,,,0,U17,U17,,,,20,18.0,VISUAL RECCE,7315,2,,D,112LS,,,SOUTH VIETNAM,,,,,UNIT: 112LS - CALLSIGN:,,27941398,NONKINETIC,-1,-1,,,,800.0,0
4436325,4440345,VIETNAM (SOUTH),VNAF,1970-02-26,1291865,SEADAB,F-5,BIEN HOA,,,,0,0.0,,,0,F5,F5,,,FALCON11,0,,,7065,3,,,522FS,,,SOUTH VIETNAM,,,,,UNIT: 522FS - CALLSIGN: FALCON11,,27780264,NONKINETIC,-1,-1,,,,0.0,0
4323868,4327623,VIETNAM (SOUTH),VNAF,1975-01-24,692783,SEADAB,A-37,BINH THUY,,,,0,800.0,,,0,A37,A37,,,,100,5.0,CLOSE AIR SUPPORT,0723,1,,D,520FS,,,SOUTH VIETNAM,,,,,UNIT: 520FS - CALLSIGN:,,27181182,KINETIC,-1,-1,,,,800.0,0
4314812,4318546,VIETNAM (SOUTH),VNAF,1974-04-16,180132,SEADAB,UH-1,BIEN HOA,,,,140,800.0,7.62 AMMO,,6,UH1,UH1,,,,233,44.0,ARMED HELICOPTER,0812,1,,D,231HS,,,SOUTH VIETNAM,,,,,UNIT: 231HS - CALLSIGN:,,26668531,KINETIC,-1,-1,,,,800.0,8400
1386408,1387516,VIETNAM (SOUTH),VNAF,1967-12-08,2689441,CACTA6669,A-1,BIEN HOA,11.60622811,105.9960389,TROOPS,6,650.0,250LB MK-81,,260,A1H,A1,,,,50,03,AIR INTERDICTION,VW008,2,IN COUNTRY - SOUTH VIETNAM,D,V50010,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXT089831,##ABC111222,0509C,MISSION: VS3580 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XT,25379699,KINETIC,0,0,,,,656.0,-1
3646068,3648183,VIETNAM (SOUTH),VNAF,1972-01-02,1287995,SEADAB,A-37,DANANG,15.386110999999998,107.53416599999998,,8,250.0,,,0,A37,A37,,,SCORPN21,27,3.0,AIR INTERDICTION,B154,2,,D,528FS,,,SOUTH VIETNAM,,152310N1073203E,DDMMSSN DDDMMSSE,,UNIT: 528FS - CALLSIGN: SCORPN21,YB,27776394,KINETIC,-1,-1,,,,250.0,42480
4552522,4556803,VIETNAM (SOUTH),VNAF,1970-10-15,44917,SEADAB,F-5,BIEN HOA,11.425,105.801388,,12,730.0,,,0,F5,F5,,,FALCON61,20,5.0,CLOSE AIR SUPPORT,D624,3,,D,522FS,,,CAMBODIA,,112530N1054805E,DDMMSSN DDDMMSSE,,UNIT: 522FS - CALLSIGN: FALCON61,WT,26533228,KINETIC,-1,-1,,,,730.0,63720
2198766,2199828,VIETNAM (SOUTH),VNAF,1968-12-17,1696729,CACTA6669,A-1,DANANG,15.95516876,107.9028718,TROOPS,64,100.0,250LB M-57,,272,A1H,A1,,,,43,3.0,AIR INTERDICTION,VY021,4,IN COUNTRY - SOUTH VIETNAM,D,V50020,SCATTERED,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PZC11056600,##ABC11112222,9999NF,MISSION: VS1818 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BU,24702873,KINETIC,0,0,,,,140.0,-1
